sale_date,drug_name,territory_id,units_sold,unit_price,revenue
2025-03-21,Nexium,TER-07,55,268.43,14763.65
2025-03-21,Enbrel,TER-02,7,2973.52,20814.64
2025-03-21,Januvia,TER-06,130,528.21,68667.3
2025-03-21,Januvia,TER-03,36,555.74,20006.64
2025-03-21,Humira,TER-12,2,3087.01,6174.02
2025-03-21,Humira,TER-07,24,3146.94,75526.56
2025-03-21,Crestor,TER-09,34,406.61,13824.74
2025-03-21,Lipitor,TER-07,190,319.96,60792.4
2025-03-22,Lantus,TER-10,19,872.26,16572.94
2025-03-22,Lyrica,TER-11,22,489.28,10764.16
2025-03-22,Lyrica,TER-02,120,423.24,50788.8
2025-03-22,Lyrica,TER-12,21,462.49,9712.29
2025-03-22,Copaxone,TER-08,92,1288.35,118528.2
2025-03-22,Nexium,TER-12,12,302.54,3630.48
2025-03-22,Avastin,TER-12,41,5852.17,239938.97
2025-03-22,Lantus,TER-01,15,870.79,13061.85
2025-03-22,Revlimid,TER-18,9,6918.46,62266.14
2025-03-22,Remicade,TER-10,13,2600.95,33812.35
2025-03-22,Lantus,TER-15,5,873.85,4369.25
2025-03-22,Lipitor,TER-02,44,331.48,14585.12
2025-03-22,Neulasta,TER-02,4,3879.48,15517.92
2025-03-22,Lantus,TER-14,84,941.22,79062.48
2025-03-22,Rituxan,TER-08,12,5239.39,62872.68
2025-03-22,Advair,TER-10,22,665.36,14637.92
2025-03-22,Remicade,TER-18,66,2477.21,163495.86
2025-03-22,Lipitor,TER-18,6,324.13,1944.78
2025-03-22,Keytruda,TER-18,3,8589.53,25768.59
2025-03-22,Opdivo,TER-13,37,7081.95,262032.15
2025-03-22,Januvia,TER-09,31,505.09,15657.79
2025-03-22,Remicade,TER-15,10,2578.51,25785.1
2025-03-22,Keytruda,TER-05,1,8269.59,8269.59
2025-03-22,Tecfidera,TER-14,70,1874.65,131225.5
2025-03-22,Lipitor,TER-15,195,350.47,68341.65
2025-03-22,Herceptin,TER-11,11,6287.98,69167.78
2025-03-22,Lipitor,TER-10,17,315.88,5369.96
2025-03-22,Avastin,TER-20,21,5934.47,124623.87
2025-03-22,Enbrel,TER-11,3,2765.57,8296.71
2025-03-22,Copaxone,TER-02,130,1227.1,159523.0
2025-03-22,Januvia,TER-06,42,571.89,24019.38
2025-03-22,Tecfidera,TER-18,33,1781.93,58803.69
2025-03-22,Rituxan,TER-13,1,4966.66,4966.66
2025-03-22,Herceptin,TER-18,22,6695.9,147309.8
2025-03-22,Januvia,TER-10,74,579.69,42897.06
2025-03-22,Copaxone,TER-13,99,1104.87,109382.13
2025-03-22,Advair,TER-11,63,638.31,40213.53
2025-03-22,Lyrica,TER-17,31,512.77,15895.87
2025-03-23,Advair,TER-20,89,647.97,57669.33
2025-03-23,Tecfidera,TER-07,8,1783.17,14265.36
2025-03-23,Remicade,TER-15,34,2628.46,89367.64
2025-03-23,Rituxan,TER-11,2,5304.8,10609.6
2025-03-23,Januvia,TER-14,43,563.79,24242.97
2025-03-23,Advair,TER-06,58,733.36,42534.88
2025-03-23,Lantus,TER-11,88,1019.74,89737.12
2025-03-23,Enbrel,TER-08,6,2948.46,17690.76
2025-03-23,Herceptin,TER-06,1,6509.36,6509.36
2025-03-23,Rituxan,TER-09,1,5119.48,5119.48
2025-03-23,Humira,TER-10,14,2951.89,41326.46
2025-03-23,Rituxan,TER-17,6,5429.08,32574.48
2025-03-23,Nexium,TER-01,59,275.43,16250.37
2025-03-23,Nexium,TER-09,261,265.98,69420.78
2025-03-23,Remicade,TER-13,27,2460.25,66426.75
2025-03-23,Crestor,TER-11,80,423.35,33868.0
2025-03-23,Lantus,TER-08,9,787.05,7083.45
2025-03-23,Humira,TER-08,25,3242.94,81073.5
2025-03-23,Remicade,TER-09,15,2636.74,39551.1
2025-03-23,Lipitor,TER-01,31,354.19,10979.89
2025-03-23,Opdivo,TER-01,2,7285.73,14571.46
2025-03-23,Revlimid,TER-06,16,7118.89,113902.24
2025-03-23,Lyrica,TER-11,29,471.94,13686.26
2025-03-23,Keytruda,TER-03,11,8571.82,94290.02
2025-03-23,Advair,TER-15,47,653.41,30710.27
2025-03-23,Revlimid,TER-19,15,6697.25,100458.75
2025-03-23,Lipitor,TER-11,69,361.25,24926.25
2025-03-23,Remicade,TER-04,29,2535.95,73542.55
2025-03-23,Lipitor,TER-19,98,337.26,33051.48
2025-03-23,Revlimid,TER-08,12,7185.65,86227.8
2025-03-23,Revlimid,TER-08,19,6232.19,118411.61
2025-03-23,Copaxone,TER-17,17,1225.16,20827.72
2025-03-23,Humira,TER-13,23,3304.03,75992.69
2025-03-23,Copaxone,TER-17,33,1102.32,36376.56
2025-03-23,Tecfidera,TER-09,87,1690.13,147041.31
2025-03-23,Keytruda,TER-07,22,8590.06,188981.32
2025-03-23,Advair,TER-09,134,661.53,88645.02
2025-03-23,Gleevec,TER-08,25,4580.0,114500.0
2025-03-23,Avastin,TER-05,56,6069.31,339881.36
2025-03-23,Revlimid,TER-20,12,6581.93,78983.16
2025-03-23,Humira,TER-16,41,3296.49,135156.09
2025-03-23,Advair,TER-13,114,616.69,70302.66
2025-03-23,Avastin,TER-09,43,5943.27,255560.61
2025-03-24,Opdivo,TER-01,1,7104.32,7104.32
2025-03-24,Neulasta,TER-07,5,3378.92,16894.6
2025-03-24,Gleevec,TER-19,11,4482.66,49309.26
2025-03-24,Nexium,TER-04,15,265.64,3984.6
2025-03-24,Remicade,TER-16,19,2529.03,48051.57
2025-03-24,Tecfidera,TER-02,36,1750.96,63034.56
2025-03-24,Humira,TER-02,63,3312.44,208683.72
2025-03-24,Lyrica,TER-02,11,442.0,4862.0
2025-03-24,Neulasta,TER-08,1,3942.31,3942.31
2025-03-24,Keytruda,TER-11,11,8772.61,96498.71
2025-03-24,Copaxone,TER-09,28,1127.35,31565.8
2025-03-24,Crestor,TER-12,178,423.69,75416.82
2025-03-24,Lyrica,TER-09,46,469.06,21576.76
2025-03-24,Lantus,TER-09,37,1026.36,37975.32
2025-03-24,Advair,TER-04,19,723.23,13741.37
2025-03-24,Revlimid,TER-15,2,6391.69,12783.38
2025-03-24,Lantus,TER-03,15,920.76,13811.4
2025-03-24,Lyrica,TER-04,154,482.84,74357.36
2025-03-24,Copaxone,TER-05,45,1108.67,49890.15
2025-03-24,Lipitor,TER-03,47,395.03,18566.41
2025-03-24,Enbrel,TER-04,10,2789.93,27899.3
2025-03-24,Herceptin,TER-12,5,6706.59,33532.95
2025-03-24,Neulasta,TER-08,40,3707.07,148282.8
2025-03-24,Lantus,TER-15,81,943.05,76387.05
2025-03-24,Revlimid,TER-02,25,6406.27,160156.75
2025-03-24,Keytruda,TER-12,9,8000.23,72002.07
2025-03-24,Opdivo,TER-01,5,7295.85,36479.25
2025-03-24,Gleevec,TER-13,4,4334.68,17338.72
2025-03-24,Enbrel,TER-10,8,2775.06,22200.48
2025-03-24,Gleevec,TER-12,26,4430.76,115199.76
2025-03-24,Rituxan,TER-17,9,5741.31,51671.79
2025-03-24,Lantus,TER-06,39,869.43,33907.77
2025-03-24,Gleevec,TER-07,42,4471.67,187810.14
2025-03-24,Tecfidera,TER-12,79,1896.81,149847.99
2025-03-24,Copaxone,TER-10,121,1208.09,146178.89
2025-03-24,Nexium,TER-18,101,270.92,27362.92
2025-03-24,Opdivo,TER-19,6,7523.31,45139.86
2025-03-24,Lantus,TER-20,18,930.02,16740.36
2025-03-25,Lipitor,TER-19,73,382.2,27900.6
2025-03-25,Avastin,TER-14,10,6173.69,61736.9
2025-03-25,Lyrica,TER-12,106,509.4,53996.4
2025-03-25,Lyrica,TER-20,16,468.5,7496.0
2025-03-25,Opdivo,TER-16,9,6883.88,61954.92
2025-03-25,Crestor,TER-03,28,419.15,11736.2
2025-03-25,Lyrica,TER-03,25,439.94,10998.5
2025-03-25,Neulasta,TER-04,22,3857.71,84869.62
2025-03-25,Humira,TER-14,59,3320.27,195895.93
2025-03-25,Avastin,TER-14,5,5783.24,28916.2
2025-03-25,Nexium,TER-14,253,237.38,60057.14
2025-03-25,Copaxone,TER-01,103,1187.7,122333.1
2025-03-25,Copaxone,TER-19,52,1244.62,64720.24
2025-03-25,Lyrica,TER-07,25,423.79,10594.75
2025-03-25,Opdivo,TER-15,4,6810.88,27243.52
2025-03-25,Neulasta,TER-05,25,3985.61,99640.25
2025-03-25,Herceptin,TER-17,29,6525.64,189243.56
2025-03-25,Avastin,TER-08,20,5552.63,111052.6
2025-03-25,Lipitor,TER-08,35,356.64,12482.4
2025-03-25,Herceptin,TER-19,13,6532.59,84923.67
2025-03-25,Januvia,TER-09,12,642.25,7707.0
2025-03-25,Tecfidera,TER-16,17,1636.54,27821.18
2025-03-25,Enbrel,TER-08,5,2524.93,12624.65
2025-03-25,Advair,TER-06,51,665.53,33942.03
2025-03-25,Tecfidera,TER-16,24,1687.9,40509.6
2025-03-25,Herceptin,TER-08,11,6506.01,71566.11
2025-03-25,Revlimid,TER-12,9,6810.98,61298.82
2025-03-25,Revlimid,TER-07,3,6935.0,20805.0
2025-03-25,Avastin,TER-09,2,5335.32,10670.64
2025-03-25,Revlimid,TER-16,34,7291.76,247919.84
2025-03-25,Advair,TER-11,1,780.73,780.73
2025-03-25,Tecfidera,TER-19,50,1662.33,83116.5
2025-03-25,Tecfidera,TER-05,4,1992.18,7968.72
2025-03-25,Remicade,TER-08,61,2481.25,151356.25
2025-03-25,Keytruda,TER-06,10,8196.27,81962.7
2025-03-25,Enbrel,TER-14,20,2782.03,55640.6
2025-03-25,Gleevec,TER-20,11,4221.58,46437.38
2025-03-25,Keytruda,TER-10,45,8577.53,385988.85
2025-03-25,Crestor,TER-20,109,380.43,41466.87
2025-03-26,Lyrica,TER-19,9,400.75,3606.75
2025-03-26,Nexium,TER-07,91,288.47,26250.77
2025-03-26,Lyrica,TER-07,42,434.14,18233.88
2025-03-26,Tecfidera,TER-18,1,2026.39,2026.39
2025-03-26,Enbrel,TER-03,9,2727.3,24545.7
2025-03-26,Avastin,TER-13,26,5629.18,146358.68
2025-03-26,Revlimid,TER-06,3,7235.55,21706.65
2025-03-26,Herceptin,TER-08,2,6618.54,13237.08
2025-03-26,Tecfidera,TER-01,71,1812.59,128693.89
2025-03-26,Remicade,TER-11,23,2424.99,55774.77
2025-03-26,Neulasta,TER-03,40,3878.27,155130.8
2025-03-26,Copaxone,TER-03,40,1242.76,49710.4
2025-03-26,Lantus,TER-07,95,992.97,94332.15
2025-03-26,Nexium,TER-07,152,309.78,47086.56
2025-03-26,Revlimid,TER-18,19,6858.73,130315.87
2025-03-26,Neulasta,TER-15,8,4079.19,32633.52
2025-03-26,Nexium,TER-16,1,273.39,273.39
2025-03-26,Neulasta,TER-06,2,3637.69,7275.38
2025-03-26,Humira,TER-19,52,3429.5,178334.0
2025-03-26,Opdivo,TER-19,22,8386.53,184503.66
2025-03-26,Opdivo,TER-12,7,6965.28,48756.96
2025-03-26,Lyrica,TER-02,2,478.73,957.46
2025-03-26,Gleevec,TER-20,11,4600.52,50605.72
2025-03-26,Lipitor,TER-16,1,361.1,361.1
2025-03-26,Keytruda,TER-15,1,9010.82,9010.82
2025-03-26,Avastin,TER-18,3,5480.41,16441.23
2025-03-26,Enbrel,TER-16,16,2759.92,44158.72
2025-03-26,Enbrel,TER-06,20,2683.88,53677.6
2025-03-26,Crestor,TER-07,27,416.14,11235.78
2025-03-26,Lyrica,TER-13,169,520.41,87949.29
2025-03-26,Copaxone,TER-15,18,1218.9,21940.2
2025-03-26,Lyrica,TER-05,98,491.87,48203.26
2025-03-26,Avastin,TER-08,3,5475.68,16427.04
2025-03-26,Nexium,TER-01,273,255.8,69833.4
2025-03-26,Keytruda,TER-04,4,8576.68,34306.72
2025-03-26,Humira,TER-12,5,3365.64,16828.2
2025-03-26,Humira,TER-17,11,2907.45,31981.95
2025-03-27,Lipitor,TER-03,67,358.2,23999.4
2025-03-27,Opdivo,TER-12,4,6768.74,27074.96
2025-03-27,Herceptin,TER-18,10,6064.14,60641.4
2025-03-27,Revlimid,TER-15,4,6726.76,26907.04
2025-03-27,Lyrica,TER-16,64,494.08,31621.12
2025-03-27,Advair,TER-08,9,675.94,6083.46
2025-03-27,Lyrica,TER-05,60,465.86,27951.6
2025-03-27,Remicade,TER-04,10,2505.65,25056.5
2025-03-27,Gleevec,TER-18,14,4464.12,62497.68
2025-03-27,Lipitor,TER-12,25,353.02,8825.5
2025-03-27,Lantus,TER-13,130,898.53,116808.9
2025-03-27,Lantus,TER-10,12,975.81,11709.72
2025-03-27,Rituxan,TER-13,6,5122.68,30736.08
2025-03-27,Crestor,TER-06,38,400.7,15226.6
2025-03-27,Lyrica,TER-17,36,457.68,16476.48
2025-03-27,Januvia,TER-11,111,604.49,67098.39
2025-03-27,Januvia,TER-12,56,583.59,32681.04
2025-03-27,Tecfidera,TER-06,51,1777.3,90642.3
2025-03-27,Neulasta,TER-06,3,3640.77,10922.31
2025-03-27,Enbrel,TER-19,27,2912.14,78627.78
2025-03-28,Enbrel,TER-01,9,2753.0,24777.0
2025-03-28,Crestor,TER-16,86,427.37,36753.82
2025-03-28,Lipitor,TER-04,67,338.99,22712.33
2025-03-28,Nexium,TER-06,30,262.74,7882.2
2025-03-28,Lipitor,TER-16,61,366.3,22344.3
2025-03-28,Lipitor,TER-04,122,313.42,38237.24
2025-03-28,Humira,TER-17,27,3222.12,86997.24
2025-03-28,Rituxan,TER-15,1,5172.49,5172.49
2025-03-28,Januvia,TER-13,51,537.49,27411.99
2025-03-28,Neulasta,TER-20,27,3720.38,100450.26
2025-03-28,Crestor,TER-13,17,427.86,7273.62
2025-03-28,Revlimid,TER-03,34,6508.44,221286.96
2025-03-28,Opdivo,TER-03,23,7361.34,169310.82
2025-03-28,Januvia,TER-14,131,546.7,71617.7
2025-03-28,Lyrica,TER-14,108,419.07,45259.56
2025-03-28,Avastin,TER-17,11,6071.9,66790.9
2025-03-28,Enbrel,TER-16,44,3116.62,137131.28
2025-03-28,Lipitor,TER-14,42,375.68,15778.56
2025-03-28,Januvia,TER-08,32,628.22,20103.04
2025-03-28,Crestor,TER-17,68,381.23,25923.64
2025-03-28,Lipitor,TER-20,34,444.23,15103.82
2025-03-28,Rituxan,TER-06,40,4621.06,184842.4
2025-03-28,Lyrica,TER-08,70,415.68,29097.6
2025-03-28,Tecfidera,TER-04,7,1847.82,12934.74
2025-03-28,Tecfidera,TER-10,60,1923.66,115419.6
2025-03-28,Revlimid,TER-17,1,7544.15,7544.15
2025-03-29,Tecfidera,TER-13,1,1960.1,1960.1
2025-03-29,Neulasta,TER-14,2,3692.18,7384.36
2025-03-29,Neulasta,TER-01,93,4019.67,373829.31
2025-03-29,Nexium,TER-13,16,274.26,4388.16
2025-03-29,Rituxan,TER-19,8,5206.73,41653.84
2025-03-29,Rituxan,TER-14,1,5439.48,5439.48
2025-03-29,Lipitor,TER-16,44,365.99,16103.56
2025-03-29,Lyrica,TER-19,88,454.95,40035.6
2025-03-29,Tecfidera,TER-13,16,1780.15,28482.4
2025-03-29,Tecfidera,TER-15,19,1805.42,34302.98
2025-03-29,Herceptin,TER-03,19,6266.72,119067.68
2025-03-29,Rituxan,TER-09,19,5329.02,101251.38
2025-03-29,Crestor,TER-14,65,446.13,28998.45
2025-03-29,Remicade,TER-11,39,2277.84,88835.76
2025-03-29,Opdivo,TER-02,40,7039.48,281579.2
2025-03-29,Remicade,TER-10,6,2481.21,14887.26
2025-03-29,Advair,TER-18,95,680.34,64632.3
2025-03-29,Enbrel,TER-09,45,2741.88,123384.6
2025-03-29,Crestor,TER-01,294,414.96,121998.24
2025-03-29,Avastin,TER-19,21,5753.47,120822.87
2025-03-29,Enbrel,TER-04,30,2839.5,85185.0
2025-03-29,Advair,TER-17,1,634.52,634.52
2025-03-29,Herceptin,TER-12,1,6084.08,6084.08
2025-03-29,Januvia,TER-14,56,551.44,30880.64
2025-03-29,Rituxan,TER-09,4,4833.91,19335.64
2025-03-29,Revlimid,TER-13,41,6200.64,254226.24
2025-03-29,Advair,TER-06,1,721.08,721.08
2025-03-29,Lipitor,TER-06,236,339.31,80077.16
2025-03-29,Remicade,TER-04,5,2597.0,12985.0
2025-03-29,Tecfidera,TER-18,8,1847.96,14783.68
2025-03-29,Copaxone,TER-20,20,1154.51,23090.2
2025-03-29,Keytruda,TER-03,6,8668.12,52008.72
2025-03-29,Crestor,TER-16,72,417.52,30061.44
2025-03-29,Remicade,TER-14,30,2592.62,77778.6
2025-03-29,Advair,TER-10,16,672.18,10754.88
2025-03-29,Enbrel,TER-13,2,2566.51,5133.02
2025-03-29,Remicade,TER-19,69,2577.24,177829.56
2025-03-30,Januvia,TER-02,160,531.64,85062.4
2025-03-30,Neulasta,TER-19,6,3775.74,22654.44
2025-03-30,Herceptin,TER-01,55,6953.33,382433.15
2025-03-30,Neulasta,TER-04,16,3950.26,63204.16
2025-03-30,Enbrel,TER-01,47,2730.89,128351.83
2025-03-30,Enbrel,TER-10,15,2857.6,42864.0
2025-03-30,Opdivo,TER-06,5,7459.76,37298.8
2025-03-30,Crestor,TER-09,46,449.63,20682.98
2025-03-30,Lyrica,TER-16,33,455.43,15029.19
2025-03-30,Humira,TER-08,5,3470.67,17353.35
2025-03-30,Humira,TER-06,23,3230.71,74306.33
2025-03-30,Lipitor,TER-04,35,368.03,12881.05
2025-03-30,Keytruda,TER-12,13,8977.49,116707.37
2025-03-30,Keytruda,TER-16,19,9679.16,183904.04
2025-03-30,Lipitor,TER-07,22,384.65,8462.3
2025-03-30,Lantus,TER-06,139,956.56,132961.84
2025-03-30,Herceptin,TER-02,35,6318.75,221156.25
2025-03-30,Neulasta,TER-10,66,3522.29,232471.14
2025-03-30,Gleevec,TER-12,1,4411.6,4411.6
2025-03-30,Nexium,TER-02,158,321.47,50792.26
2025-03-30,Lantus,TER-10,40,957.55,38302.0
2025-03-30,Herceptin,TER-14,3,6449.32,19347.96
2025-03-30,Humira,TER-10,59,3122.89,184250.51
2025-03-30,Humira,TER-01,16,3101.39,49622.24
2025-03-30,Neulasta,TER-14,39,3756.18,146491.02
2025-03-30,Januvia,TER-19,219,617.24,135175.56
2025-03-30,Rituxan,TER-20,26,5229.03,135954.78
2025-03-30,Enbrel,TER-16,4,2804.68,11218.72
2025-03-30,Copaxone,TER-09,35,1199.58,41985.3
2025-03-30,Crestor,TER-08,78,446.87,34855.86
2025-03-30,Gleevec,TER-12,4,4813.63,19254.52
2025-03-30,Avastin,TER-07,36,5719.96,205918.56
2025-03-30,Keytruda,TER-15,2,8042.13,16084.26
2025-03-31,Lipitor,TER-20,88,299.98,26398.24
2025-03-31,Remicade,TER-16,11,2563.66,28200.26
2025-03-31,Enbrel,TER-20,11,2779.67,30576.37
2025-03-31,Lantus,TER-18,57,964.15,54956.55
2025-03-31,Enbrel,TER-04,17,2755.43,46842.31
2025-03-31,Keytruda,TER-13,9,7681.84,69136.56
2025-03-31,Januvia,TER-11,7,548.45,3839.15
2025-03-31,Rituxan,TER-13,22,5186.99,114113.78
2025-03-31,Lantus,TER-19,85,883.59,75105.15
2025-03-31,Crestor,TER-08,35,400.33,14011.55
2025-03-31,Lantus,TER-09,147,937.52,137815.44
2025-03-31,Gleevec,TER-03,18,4424.25,79636.5
2025-03-31,Remicade,TER-05,66,2538.28,167526.48
2025-03-31,Herceptin,TER-12,10,6612.89,66128.9
2025-03-31,Crestor,TER-06,91,434.07,39500.37
2025-03-31,Avastin,TER-14,16,5750.57,92009.12
2025-03-31,Crestor,TER-20,75,386.39,28979.25
2025-03-31,Revlimid,TER-10,5,6689.2,33446.0
2025-03-31,Herceptin,TER-07,2,7001.13,14002.26
2025-03-31,Keytruda,TER-13,7,8238.18,57667.26
2025-03-31,Januvia,TER-10,49,583.07,28570.43
2025-03-31,Gleevec,TER-01,77,4537.98,349424.46
2025-03-31,Nexium,TER-04,61,271.27,16547.47
2025-03-31,Advair,TER-02,217,727.91,157956.47
2025-03-31,Copaxone,TER-06,13,1032.69,13424.97
2025-03-31,Avastin,TER-17,4,5777.34,23109.36
2025-03-31,Lipitor,TER-12,65,365.23,23739.95
2025-03-31,Keytruda,TER-01,3,8172.57,24517.71
2025-03-31,Lyrica,TER-03,31,497.82,15432.42
2025-03-31,Enbrel,TER-06,6,2724.26,16345.56
2025-03-31,Lantus,TER-04,19,936.07,17785.33
2025-03-31,Lipitor,TER-18,129,319.9,41267.1
2025-03-31,Revlimid,TER-05,35,7261.9,254166.5
2025-03-31,Lyrica,TER-14,78,444.06,34636.68
2025-03-31,Gleevec,TER-11,32,4020.3,128649.6
2025-03-31,Gleevec,TER-05,6,4326.16,25956.96
2025-04-01,Advair,TER-01,13,627.56,8158.28
2025-04-01,Tecfidera,TER-09,62,1779.44,110325.28
2025-04-01,Advair,TER-01,13,649.79,8447.27
2025-04-01,Advair,TER-10,56,660.74,37001.44
2025-04-01,Crestor,TER-14,11,457.1,5028.1
2025-04-01,Enbrel,TER-14,35,2671.98,93519.3
2025-04-01,Remicade,TER-20,4,2562.26,10249.04
2025-04-01,Humira,TER-05,50,3308.79,165439.5
2025-04-01,Remicade,TER-08,29,2262.63,65616.27
2025-04-01,Remicade,TER-07,35,2288.71,80104.85
2025-04-01,Avastin,TER-18,1,5973.62,5973.62
2025-04-01,Humira,TER-02,11,3209.48,35304.28
2025-04-01,Gleevec,TER-19,16,4412.99,70607.84
2025-04-01,Nexium,TER-11,39,265.32,10347.48
2025-04-01,Gleevec,TER-09,11,4683.3,51516.3
2025-04-01,Opdivo,TER-07,37,6886.09,254785.33
2025-04-01,Herceptin,TER-15,6,6685.0,40110.0
2025-04-01,Humira,TER-12,13,3390.31,44074.03
2025-04-01,Humira,TER-09,40,3020.0,120800.0
2025-04-01,Crestor,TER-17,20,414.05,8281.0
2025-04-01,Enbrel,TER-19,1,2844.16,2844.16
2025-04-01,Remicade,TER-10,84,2621.36,220194.24
2025-04-01,Remicade,TER-04,5,2455.73,12278.65
2025-04-01,Opdivo,TER-17,1,6283.62,6283.62
2025-04-01,Rituxan,TER-15,14,5497.24,76961.36
2025-04-01,Januvia,TER-11,189,618.14,116828.46
2025-04-01,Advair,TER-10,35,673.3,23565.5
2025-04-01,Humira,TER-11,6,2861.54,17169.24
2025-04-01,Avastin,TER-20,31,5395.45,167258.95
2025-04-01,Lantus,TER-10,11,962.88,10591.68
2025-04-01,Opdivo,TER-16,1,6813.99,6813.99
2025-04-01,Opdivo,TER-14,3,7300.29,21900.87
2025-04-01,Enbrel,TER-11,5,3116.5,15582.5
2025-04-01,Neulasta,TER-03,31,4056.15,125740.65
2025-04-01,Humira,TER-15,2,3235.6,6471.2
2025-04-01,Humira,TER-07,8,2977.93,23823.44
2025-04-01,Opdivo,TER-01,13,7995.75,103944.75
2025-04-01,Herceptin,TER-09,31,6498.69,201459.39
2025-04-01,Lantus,TER-06,92,908.8,83609.6
2025-04-01,Keytruda,TER-06,1,8789.48,8789.48
2025-04-01,Rituxan,TER-06,32,4839.67,154869.44
2025-04-01,Remicade,TER-11,3,2657.43,7972.29
2025-04-01,Nexium,TER-01,61,284.45,17351.45
2025-04-01,Crestor,TER-08,97,425.53,41276.41
2025-04-01,Gleevec,TER-06,5,4433.46,22167.3
2025-04-02,Humira,TER-16,21,2911.17,61134.57
2025-04-02,Advair,TER-18,2,572.9,1145.8
2025-04-02,Lyrica,TER-19,13,429.09,5578.17
2025-04-02,Rituxan,TER-11,15,5398.8,80982.0
2025-04-02,Crestor,TER-04,78,340.9,26590.2
2025-04-02,Gleevec,TER-10,21,4654.48,97744.08
2025-04-02,Rituxan,TER-03,50,5487.35,274367.5
2025-04-02,Crestor,TER-20,57,420.79,23985.03
2025-04-02,Neulasta,TER-01,12,3282.09,39385.08
2025-04-02,Nexium,TER-02,56,299.3,16760.8
2025-04-02,Januvia,TER-10,95,542.59,51546.05
2025-04-02,Lipitor,TER-05,87,364.78,31735.86
2025-04-02,Herceptin,TER-20,1,6174.11,6174.11
2025-04-02,Humira,TER-16,4,3186.74,12746.96
2025-04-02,Crestor,TER-13,101,405.04,40909.04
2025-04-02,Nexium,TER-06,36,267.44,9627.84
2025-04-02,Crestor,TER-13,44,420.92,18520.48
2025-04-02,Enbrel,TER-01,14,2689.34,37650.76
2025-04-02,Gleevec,TER-05,26,4547.32,118230.32
2025-04-02,Lantus,TER-12,14,841.91,11786.74
2025-04-02,Tecfidera,TER-15,6,1887.97,11327.82
2025-04-02,Tecfidera,TER-02,48,1879.47,90214.56
2025-04-02,Herceptin,TER-13,16,6993.08,111889.28
2025-04-02,Lyrica,TER-12,41,460.74,18890.34
2025-04-02,Nexium,TER-13,36,302.72,10897.92
2025-04-02,Crestor,TER-20,7,414.35,2900.45
2025-04-02,Copaxone,TER-11,43,1117.05,48033.15
2025-04-02,Revlimid,TER-19,1,7142.02,7142.02
2025-04-02,Herceptin,TER-06,10,6830.52,68305.2
2025-04-02,Avastin,TER-13,3,5256.96,15770.88
2025-04-02,Rituxan,TER-02,46,5028.64,231317.44
2025-04-02,Tecfidera,TER-17,17,1903.46,32358.82
2025-04-02,Remicade,TER-14,18,2394.67,43104.06
2025-04-02,Lipitor,TER-02,67,359.06,24057.02
2025-04-02,Lantus,TER-20,57,950.98,54205.86
2025-04-02,Neulasta,TER-03,28,3730.31,104448.68
2025-04-02,Rituxan,TER-20,4,5302.56,21210.24
2025-04-02,Advair,TER-10,2,645.42,1290.84
2025-04-02,Herceptin,TER-06,8,6355.47,50843.76
2025-04-02,Avastin,TER-05,26,5917.89,153865.14
2025-04-02,Crestor,TER-09,23,377.73,8687.79
2025-04-02,Januvia,TER-11,31,560.01,17360.31
2025-04-02,Opdivo,TER-17,9,7340.21,66061.89
2025-04-03,Advair,TER-11,50,680.29,34014.5
2025-04-03,Gleevec,TER-13,7,4388.85,30721.95
2025-04-03,Lipitor,TER-17,30,330.04,9901.2
2025-04-03,Humira,TER-07,1,3497.46,3497.46
2025-04-03,Tecfidera,TER-01,45,1754.31,78943.95
2025-04-03,Januvia,TER-04,14,567.66,7947.24
2025-04-03,Lipitor,TER-11,98,337.37,33062.26
2025-04-03,Advair,TER-03,33,670.1,22113.3
2025-04-03,Remicade,TER-17,13,2703.13,35140.69
2025-04-03,Lyrica,TER-16,68,476.47,32399.96
2025-04-03,Gleevec,TER-15,5,4517.12,22585.6
2025-04-03,Lantus,TER-01,20,954.39,19087.8
2025-04-03,Enbrel,TER-05,17,2735.75,46507.75
2025-04-03,Avastin,TER-09,4,6204.63,24818.52
2025-04-03,Lantus,TER-01,72,935.51,67356.72
2025-04-03,Keytruda,TER-19,1,9045.19,9045.19
2025-04-03,Avastin,TER-18,8,5111.63,40893.04
2025-04-03,Keytruda,TER-09,31,8918.78,276482.18
2025-04-03,Remicade,TER-08,10,2409.8,24098.0
2025-04-03,Lyrica,TER-20,2,448.27,896.54
2025-04-03,Crestor,TER-08,14,478.01,6692.14
2025-04-03,Herceptin,TER-17,4,6391.23,25564.92
2025-04-03,Neulasta,TER-11,4,3808.78,15235.12
2025-04-03,Crestor,TER-12,36,414.68,14928.48
2025-04-03,Keytruda,TER-13,1,9002.05,9002.05
2025-04-03,Lipitor,TER-20,64,391.39,25048.96
2025-04-03,Neulasta,TER-13,17,3602.37,61240.29
2025-04-03,Lipitor,TER-17,99,316.39,31322.61
2025-04-03,Copaxone,TER-16,13,1110.44,14435.72
2025-04-03,Neulasta,TER-11,14,3911.99,54767.86
2025-04-03,Remicade,TER-05,11,2679.54,29474.94
2025-04-03,Advair,TER-02,57,644.45,36733.65
2025-04-03,Lantus,TER-04,49,1006.84,49335.16
2025-04-03,Keytruda,TER-18,2,9170.89,18341.78
2025-04-03,Lipitor,TER-07,231,367.34,84855.54
2025-04-03,Gleevec,TER-08,2,4436.18,8872.36
